latitude,longitude,elevation
34.002020202020205,-118.11111111111111,128.90451298458225
34.002020202020205,-118.10909090909091,47.24774956557387
34.002020202020205,-118.1070707070707,-13.197882217174707
34.002020202020205,-118.1050505050505,-125.1611434421058
34.002020202020205,-118.10303030303031,-157.1674737848701
34.002020202020205,-118.1010101010101,-227.1667296480002
34.002020202020205,-118.0989898989899,-271.4699982730692
34.002020202020205,-118.0969696969697,-314.2876444565142
34.002020202020205,-118.0949494949495,-366.6081499962372
34.002020202020205,-118.0929292929293,-322.8646066575368
34.002020202020205,-118.0909090909091,-316.8498264670057
34.002020202020205,-118.08888888888889,-260.7488689128184
34.002020202020205,-118.08686868686868,-183.0345149254571
34.002020202020205,-118.0848484848485,-150.29119774067274
34.002020202020205,-118.08282828282829,-67.69801283443789
34.002020202020205,-118.08080808080808,-2.331801302396995
34.002020202020205,-118.07878787878788,87.98188736958717
34.002020202020205,-118.07676767676767,162.64999265775944
34.002020202020205,-118.07474747474748,248.80745945620356
34.002020202020205,-118.07272727272728,399.0235722919185
34.002020202020205,-118.07070707070707,452.5639521519952
34.002020202020205,-118.06868686868687,504.2824843468208
34.002020202020205,-118.06666666666666,566.4599465781313
34.002020202020205,-118.06464646464647,608.9871044576531
34.002020202020205,-118.06262626262627,640.149740993031
34.002020202020205,-118.06060606060606,607.9481057884527
34.002020202020205,-118.05858585858586,622.5123477992712
34.002020202020205,-118.05656565656565,588.0816708286383
34.002020202020205,-118.05454545454546,531.097888643602
34.002020202020205,-118.05252525252526,495.81526560997435
34.002020202020205,-118.05050505050505,404.67451527728855
34.002020202020205,-118.04848484848485,324.07319768280297
34.002020202020205,-118.04646464646464,224.2305699390056
34.002020202020205,-118.04444444444445,164.60117292384655
34.002020202020205,-118.04242424242425,21.269491146737
34.002020202020205,-118.04040404040404,-4.143523728441423
34.002020202020205,-118.03838383838384,-93.88664694778385
34.002020202020205,-118.03636363636363,-163.22248641454183
34.002020202020205,-118.03434343434344,-183.65570595456106
34.002020202020205,-118.03232323232324,-286.66455176851304
34.002020202020205,-118.03030303030303,-305.62255983645844
34.002020202020205,-118.02828282828283,-342.0704792853223
34.002020202020205,-118.02626262626262,-359.40881895334644
34.002020202020205,-118.02424242424243,-307.8262461569783
34.002020202020205,-118.02222222222223,-269.679190935562
34.002020202020205,-118.02020202020202,-231.38280182612942
34.002020202020205,-118.01818181818182,-150.25466574664128
34.002020202020205,-118.01616161616161,-41.07639461316633
34.002020202020205,-118.01414141414142,39.94766453904525
34.002020202020205,-118.01212121212122,60.218628758001564
34.002020202020205,-118.01010101010101,180.192134064059
34.002020202020205,-118.0080808080808,222.20937602364043
34.002020202020205,-118.0060606060606,311.7111025526949
34.002020202020205,-118.00404040404041,375.64000159653307
34.002020202020205,-118.0020202020202,366.59966310363313
34.002020202020205,-118.0,421.3718971004654
34.0040404040404,-118.2,346.8427193948709
34.0040404040404,-118.1979797979798,416.8079922283189
34.0040404040404,-118.1959595959596,508.6964150024531
34.0040404040404,-118.1939393939394,572.5014571051398
34.0040404040404,-118.1919191919192,614.3097117257017
34.0040404040404,-118.18989898989899,658.1565240304155
34.0040404040404,-118.18787878787879,686.5332753788326
34.0040404040404,-118.18585858585858,682.3715275861173
34.0040404040404,-118.18383838383839,696.3796200217008
34.0040404040404,-118.18181818181819,683.0278577880605
34.0040404040404,-118.17979797979798,621.3711164487627
34.0040404040404,-118.17777777777778,495.25391002281316
34.0040404040404,-118.17575757575757,430.88213983993035
34.0040404040404,-118.17373737373738,348.6610639119175
34.0040404040404,-118.17171717171718,278.4575436724604
34.0040404040404,-118.16969696969697,116.57386107903366
34.0040404040404,-118.16767676767677,14.783180398013387
34.0040404040404,-118.16565656565656,-73.30778230855806
34.0040404040404,-118.16363636363637,-161.23023617124693
34.0040404040404,-118.16161616161617,-193.55610876381067
34.0040404040404,-118.15959595959596,-268.99817875606186
34.0040404040404,-118.15757575757576,-340.23884746788013
34.0040404040404,-118.15555555555555,-356.0537915623625
34.0040404040404,-118.15353535353536,-389.4224861452205
34.0040404040404,-118.15151515151516,-346.8093867521237
34.0040404040404,-118.14949494949495,-367.58697715588886
34.0040404040404,-118.14747474747475,-225.23104021689664
34.0040404040404,-118.14545454545454,-238.7221716003125
34.0040404040404,-118.14343434343435,-160.2622213503892
34.0040404040404,-118.14141414141415,-79.60756740050813
34.0040404040404,-118.13939393939394,0.7765669819704017
34.0040404040404,-118.13737373737374,123.44590866082103
34.0040404040404,-118.13535353535353,204.65783615186618
34.0040404040404,-118.13333333333334,243.23566805357325
34.0040404040404,-118.13131313131314,309.23282443857863
34.0040404040404,-118.12929292929293,382.54788600983835
34.0040404040404,-118.12727272727273,397.79025338012013
34.0040404040404,-118.12525252525252,407.2639662009012
34.0040404040404,-118.12323232323233,406.3055754943971
34.0040404040404,-118.12121212121212,408.6895779771864
34.0040404040404,-118.11919191919192,376.4148091882842
34.0040404040404,-118.11717171717171,363.96851672006096
34.0040404040404,-118.11515151515151,267.39618820235194
34.0040404040404,-118.11313131313132,213.1437045393995
34.0040404040404,-118.11111111111111,115.96450164297235
34.0040404040404,-118.10909090909091,62.92942906878925
34.0040404040404,-118.1070707070707,-48.88573636370018
34.0040404040404,-118.1050505050505,-132.73191585269862
34.0040404040404,-118.10303030303031,-177.2106673696656
34.0040404040404,-118.1010101010101,-266.99193972921336
34.0040404040404,-118.0989898989899,-338.5319439848579
34.0040404040404,-118.0969696969697,-371.4845176973964
34.0040404040404,-118.0949494949495,-381.652689280001
34.0040404040404,-118.0929292929293,-383.67617806765764
34.0040404040404,-118.0909090909091,-339.5369801581393
34.0040404040404,-118.08888888888889,-331.642171717824
34.0040404040404,-118.08686868686868,-257.2274034620266
34.0040404040404,-118.0848484848485,-175.701283373418
34.0040404040404,-118.08282828282829,-120.10096151443936
34.0040404040404,-118.08080808080808,-21.116613225876563
34.0040404040404,-118.07878787878788,89.13635159587375
34.0040404040404,-118.07676767676767,180.303892342314
34.0040404040404,-118.07474747474748,288.39840966812466
34.0040404040404,-118.07272727272728,416.6532210913533
34.0040404040404,-118.07070707070707,488.0578108616805
34.0040404040404,-118.06868686868687,593.1621873842294
34.0040404040404,-118.06666666666666,639.0295577655148
34.0040404040404,-118.06464646464647,668.8338668612903
34.0040404040404,-118.06262626262627,708.5150291636089
34.0040404040404,-118.06060606060606,706.8129268060131
34.0040404040404,-118.05858585858586,720.3059529607489
34.0040404040404,-118.05656565656565,650.1803694903095
34.0040404040404,-118.05454545454546,633.5258362445195
34.0040404040404,-118.05252525252526,535.9633179433326
34.0040404040404,-118.05050505050505,485.15860372994274
34.0040404040404,-118.04848484848485,366.9055469164224
34.0040404040404,-118.04646464646464,296.9080925151877
34.0040404040404,-118.04444444444445,128.91130980226296
34.0040404040404,-118.04242424242425,12.912459265889773
34.0040404040404,-118.04040404040404,-48.43238107944406
34.0040404040404,-118.03838383838384,-153.3988220316371
34.0040404040404,-118.03636363636363,-202.5283714670623
34.0040404040404,-118.03434343434344,-297.78806546698655
34.0040404040404,-118.03232323232324,-327.65217397244487
34.0040404040404,-118.03030303030303,-334.3616314183434
34.0040404040404,-118.02828282828283,-378.8194693980763
34.0040404040404,-118.02626262626262,-384.1675217444701
34.0040404040404,-118.02424242424243,-378.42072074322414
34.0040404040404,-118.02222222222223,-326.0694272962311
34.0040404040404,-118.02020202020202,-212.91193180379116
34.0040404040404,-118.01818181818182,-151.22305240918865
34.0040404040404,-118.01616161616161,-101.43088401590754
34.0040404040404,-118.01414141414142,-2.1569432624607794
34.0040404040404,-118.01212121212122,91.80313400672333
34.0040404040404,-118.01010101010101,164.27896460137416
34.0040404040404,-118.0080808080808,231.9041194112914
34.0040404040404,-118.0060606060606,307.5869155527959
34.0040404040404,-118.00404040404041,363.83851943003293
34.0040404040404,-118.0020202020202,409.5966186406758
34.0040404040404,-118.0,439.9453503149473
34.00606060606061,-118.2,337.8938935299079
34.00606060606061,-118.1979797979798,453.45654711948043
34.00606060606061,-118.1959595959596,501.4164893932117
34.00606060606061,-118.1939393939394,624.8686207235204
34.00606060606061,-118.1919191919192,710.4073988219149
34.00606060606061,-118.18989898989899,704.0288871086491
34.00606060606061,-118.18787878787879,778.990629024845
34.00606060606061,-118.18585858585858,777.9537970947929
34.00606060606061,-118.18383838383839,726.6466832039564
34.00606060606061,-118.18181818181819,720.7235005613506
34.00606060606061,-118.17979797979798,656.7047177961304
34.00606060606061,-118.17777777777778,550.7684377444621
34.00606060606061,-118.17575757575757,454.073118257495
34.00606060606061,-118.17373737373738,395.39587068031085
34.00606060606061,-118.17171717171718,258.94487947699537
34.00606060606061,-118.16969696969697,168.57850607813003
34.00606060606061,-118.16767676767677,24.65972868522534
34.00606060606061,-118.16565656565656,-106.52231887665499
34.00606060606061,-118.16363636363637,-161.10858729350997
34.00606060606061,-118.16161616161617,-296.360747932196
34.00606060606061,-118.15959595959596,-262.62923056884006
34.00606060606061,-118.15757575757576,-389.6256695207351
34.00606060606061,-118.15555555555555,-415.226184188185
34.00606060606061,-118.15353535353536,-439.6940294206197
34.00606060606061,-118.15151515151516,-382.60211948789294
34.00606060606061,-118.14949494949495,-374.6764599299053
34.00606060606061,-118.14747474747475,-331.3850879912425
34.00606060606061,-118.14545454545454,-245.3217316809935
34.00606060606061,-118.14343434343435,-183.86528057184404
34.00606060606061,-118.14141414141415,-82.47270327142192
34.00606060606061,-118.13939393939394,-18.261741361861375
34.00606060606061,-118.13737373737374,99.46175675083246
34.00606060606061,-118.13535353535353,181.98534695058885
34.00606060606061,-118.13333333333334,241.5427992147344
34.00606060606061,-118.13131313131314,285.24207282242446
34.00606060606061,-118.12929292929293,412.5635649613746
34.00606060606061,-118.12727272727273,411.37285497720154
34.00606060606061,-118.12525252525252,408.4382860088532
34.00606060606061,-118.12323232323233,424.16139517382663
34.00606060606061,-118.12121212121212,411.2569800143653
34.00606060606061,-118.11919191919192,390.49258247373274
34.00606060606061,-118.11717171717171,361.5273051232189
34.00606060606061,-118.11515151515151,265.66133132558036
34.00606060606061,-118.11313131313132,200.49822454504863
34.00606060606061,-118.11111111111111,93.54711667322835
34.00606060606061,-118.10909090909091,7.9251365438489785
34.00606060606061,-118.1070707070707,-88.76845965449678
34.00606060606061,-118.1050505050505,-110.02927851474621
34.00606060606061,-118.10303030303031,-176.34625449691862
34.00606060606061,-118.1010101010101,-266.5866734843735
34.00606060606061,-118.0989898989899,-337.71530483990153
34.00606060606061,-118.0969696969697,-385.32205310708486
34.00606060606061,-118.0949494949495,-416.16367218405236
34.00606060606061,-118.0929292929293,-425.39441739248775
34.00606060606061,-118.0909090909091,-367.94442742185595
34.00606060606061,-118.08888888888889,-320.1170687413783
34.00606060606061,-118.08686868686868,-291.0155995590617
34.00606060606061,-118.0848484848485,-189.9892308764024
34.00606060606061,-118.08282828282829,-94.52387233926298
34.00606060606061,-118.08080808080808,-8.967372074097351
34.00606060606061,-118.07878787878788,87.40777720132934
34.00606060606061,-118.07676767676767,200.9995583573477
34.00606060606061,-118.07474747474748,312.9543362410475
34.00606060606061,-118.07272727272728,434.66614470726137
34.00606060606061,-118.07070707070707,526.51857424539
34.00606060606061,-118.06868686868687,623.7622853092151
34.00606060606061,-118.06666666666666,675.7378191921304
34.00606060606061,-118.06464646464647,770.2174764367313
34.00606060606061,-118.06262626262627,727.6829274151904
34.00606060606061,-118.06060606060606,736.9802087485731
34.00606060606061,-118.05858585858586,741.539938871376
34.00606060606061,-118.05656565656565,709.8021586634129
34.00606060606061,-118.05454545454546,633.9715930279563
34.00606060606061,-118.05252525252526,634.2307432337448
34.00606060606061,-118.05050505050505,523.8287583935022
34.00606060606061,-118.04848484848485,341.8891440380528
34.00606060606061,-118.04646464646464,252.41609505754548
34.00606060606061,-118.04444444444445,155.29141247019825
34.00606060606061,-118.04242424242425,32.18077094361966
34.00606060606061,-118.04040404040404,-20.437508033440576
34.00606060606061,-118.03838383838384,-154.2805871115859
34.00606060606061,-118.03636363636363,-211.71645040467513
34.00606060606061,-118.03434343434344,-321.02201253700963
34.00606060606061,-118.03232323232324,-349.2949794838317
34.00606060606061,-118.03030303030303,-359.3121905119763
34.00606060606061,-118.02828282828283,-417.7789776398927
34.00606060606061,-118.02626262626262,-396.79312880809084
34.00606060606061,-118.02424242424243,-366.4384261059432
34.00606060606061,-118.02222222222223,-301.65526451143154
34.00606060606061,-118.02020202020202,-259.0244054605992
34.00606060606061,-118.01818181818182,-181.65303832420415
34.00606060606061,-118.01616161616161,-112.96905549253333
34.00606060606061,-118.01414141414142,-0.8571234418110159
34.00606060606061,-118.01212121212122,80.50756192274763
34.00606060606061,-118.01010101010101,122.69625262438939
34.00606060606061,-118.0080808080808,240.61353406935015
34.00606060606061,-118.0060606060606,322.4576903838429
34.00606060606061,-118.00404040404041,314.42310396689385
34.00606060606061,-118.0020202020202,399.3397110910547
34.00606060606061,-118.0,419.52493053961615
34.008080808080805,-118.2,385.46113050759897
34.008080808080805,-118.1979797979798,480.41103521101803
34.008080808080805,-118.1959595959596,582.9151725773515
34.008080808080805,-118.1939393939394,640.9549184163346
34.008080808080805,-118.1919191919192,709.3117519405752
34.008080808080805,-118.18989898989899,731.417085099635
34.008080808080805,-118.18787878787879,768.5162298133922
34.008080808080805,-118.18585858585858,761.9780005230926
34.008080808080805,-118.18383838383839,748.3307674492513
34.008080808080805,-118.18181818181819,742.1472421980302
34.008080808080805,-118.17979797979798,668.3156322718528
34.008080808080805,-118.17777777777778,535.9997954194112
34.008080808080805,-118.17575757575757,503.5657424271173
34.008080808080805,-118.17373737373738,398.6877734652754
34.008080808080805,-118.17171717171718,249.09820483970242
34.008080808080805,-118.16969696969697,154.93585787569089
34.008080808080805,-118.16767676767677,48.4049481388813
34.008080808080805,-118.16565656565656,-73.44843206863143
34.008080808080805,-118.16363636363637,-163.7048173944051
34.008080808080805,-118.16161616161617,-280.0582988664735
34.008080808080805,-118.15959595959596,-322.2889989508971
34.008080808080805,-118.15757575757576,-331.73542188191124
34.008080808080805,-118.15555555555555,-399.98628767192014
34.008080808080805,-118.15353535353536,-440.44562542160133
34.008080808080805,-118.15151515151516,-427.08317456794595
34.008080808080805,-118.14949494949495,-351.59380124772406
34.008080808080805,-118.14747474747475,-289.27784426764646
34.008080808080805,-118.14545454545454,-310.8296661253485
34.008080808080805,-118.14343434343435,-165.5488184668849
34.008080808080805,-118.14141414141415,-141.28856088687306
34.008080808080805,-118.13939393939394,42.901958630038976
34.008080808080805,-118.13737373737374,90.17747906096588
34.008080808080805,-118.13535353535353,129.90943139398047
34.008080808080805,-118.13333333333334,245.32607035424363
34.008080808080805,-118.13131313131314,287.4611512699838
34.008080808080805,-118.12929292929293,330.488060422874
34.008080808080805,-118.12727272727273,367.5128934720012
34.008080808080805,-118.12525252525252,435.2769665423775
34.008080808080805,-118.12323232323233,394.03622798710455
34.008080808080805,-118.12121212121212,375.56032800662535
34.008080808080805,-118.11919191919192,382.4350945448482
34.008080808080805,-118.11717171717171,336.70246874235704
34.008080808080805,-118.11515151515151,239.60011971556995
34.008080808080805,-118.11313131313132,172.03324336672384
34.008080808080805,-118.11111111111111,112.63503301220021
34.008080808080805,-118.10909090909091,20.478023005423264
34.008080808080805,-118.1070707070707,-89.8015819198431
34.008080808080805,-118.1050505050505,-148.58098305839312
34.008080808080805,-118.10303030303031,-250.03498710361313
34.008080808080805,-118.1010101010101,-281.77590608537196
34.008080808080805,-118.0989898989899,-358.870727410214
34.008080808080805,-118.0969696969697,-434.05626482399583
34.008080808080805,-118.0949494949495,-427.30211523563605
34.008080808080805,-118.0929292929293,-420.8590798735542
34.008080808080805,-118.0909090909091,-386.290795327643
34.008080808080805,-118.08888888888889,-355.0292129696606
34.008080808080805,-118.08686868686868,-261.0428828173763
34.008080808080805,-118.0848484848485,-218.4665725494105
34.008080808080805,-118.08282828282829,-104.08191325158255
34.008080808080805,-118.08080808080808,15.594173156938272
34.008080808080805,-118.07878787878788,102.12428136541322
34.008080808080805,-118.07676767676767,186.21276300553043
34.008080808080805,-118.07474747474748,387.5308514414563
34.008080808080805,-118.07272727272728,466.76138096157155
34.008080808080805,-118.07070707070707,557.7797313110317
34.008080808080805,-118.06868686868687,601.1019844000803
34.008080808080805,-118.06666666666666,678.4564348799214
34.008080808080805,-118.06464646464647,745.7018479977688
34.008080808080805,-118.06262626262627,794.2224294913885
34.008080808080805,-118.06060606060606,785.8737314475488
34.008080808080805,-118.05858585858586,760.921950096085
34.008080808080805,-118.05656565656565,681.8049203538732
34.008080808080805,-118.05454545454546,657.5285316355612
34.008080808080805,-118.05252525252526,598.1014742797364
34.008080808080805,-118.05050505050505,504.43502522245564
34.008080808080805,-118.04848484848485,413.6705596463998
34.008080808080805,-118.04646464646464,291.56768478296067
34.008080808080805,-118.04444444444445,189.97819949580352
34.008080808080805,-118.04242424242425,88.55402915856742
34.008080808080805,-118.04040404040404,-69.56315176512237
34.008080808080805,-118.03838383838384,-135.32084739847545
34.008080808080805,-118.03636363636363,-225.32062751996514
34.008080808080805,-118.03434343434344,-292.75286218860754
34.008080808080805,-118.03232323232324,-352.66718102372016
34.008080808080805,-118.03030303030303,-372.7758462353531
34.008080808080805,-118.02828282828283,-397.9030383946887
34.008080808080805,-118.02626262626262,-421.49541159742625
34.008080808080805,-118.02424242424243,-384.72047303955696
34.008080808080805,-118.02222222222223,-364.1107513368002
34.008080808080805,-118.02020202020202,-266.874786326095
34.008080808080805,-118.01818181818182,-214.27083366559322
34.008080808080805,-118.01616161616161,-129.33603979094138
34.008080808080805,-118.01414141414142,-41.5760296277986
34.008080808080805,-118.01212121212122,59.47849678040946
34.008080808080805,-118.01010101010101,142.1631551620361
34.008080808080805,-118.0080808080808,210.92667262567028
34.008080808080805,-118.0060606060606,285.6809307016516
34.008080808080805,-118.00404040404041,341.3091372041428
34.008080808080805,-118.0020202020202,405.58509397369556
34.008080808080805,-118.0,427.79698923034846
34.01010101010101,-118.2,378.01703725256317
34.01010101010101,-118.1979797979798,456.7946402786276
34.01010101010101,-118.1959595959596,524.5084694391725
34.01010101010101,-118.1939393939394,645.358605092789
34.01010101010101,-118.1919191919192,683.6359789720002
34.01010101010101,-118.18989898989899,783.984942057803
34.01010101010101,-118.18787878787879,788.2609227007123
34.01010101010101,-118.18585858585858,764.2120001237456
34.01010101010101,-118.18383838383839,753.7505604217234
34.01010101010101,-118.18181818181819,724.3637183646111
34.01010101010101,-118.17979797979798,640.0124599074094
34.01010101010101,-118.17777777777778,553.0529392991805
34.01010101010101,-118.17575757575757,502.47817492895365
34.01010101010101,-118.17373737373738,404.6135507897616
34.01010101010101,-118.17171717171718,259.51507920872893
34.01010101010101,-118.16969696969697,174.72080234714184
34.01010101010101,-118.16767676767677,43.550500956676444
34.01010101010101,-118.16565656565656,-27.317972403486337
34.01010101010101,-118.16363636363637,-159.23716791236052
34.01010101010101,-118.16161616161617,-211.69819082902717
34.01010101010101,-118.15959595959596,-325.8321571048966
34.01010101010101,-118.15757575757576,-342.49152276626535
34.01010101010101,-118.15555555555555,-389.7336352354849
34.01010101010101,-118.15353535353536,-354.03047241382035
34.01010101010101,-118.15151515151516,-385.0246805039883
34.01010101010101,-118.14949494949495,-384.17995521355294
34.01010101010101,-118.14747474747475,-318.39559196567046
34.01010101010101,-118.14545454545454,-257.29538207287976
34.01010101010101,-118.14343434343435,-210.23546554726198
34.01010101010101,-118.14141414141415,-107.096304960481
34.01010101010101,-118.13939393939394,-40.10791510830141
34.01010101010101,-118.13737373737374,60.40734545437967
34.01010101010101,-118.13535353535353,131.25820830886317
34.01010101010101,-118.13333333333334,233.2915760520218
34.01010101010101,-118.13131313131314,259.43588282938975
34.01010101010101,-118.12929292929293,359.8601149082873
34.01010101010101,-118.12727272727273,347.54982392859495
34.01010101010101,-118.12525252525252,360.2065576195491
34.01010101010101,-118.12323232323233,403.01293086722677
34.01010101010101,-118.12121212121212,369.3550532939505
34.01010101010101,-118.11919191919192,314.7107210510258
34.01010101010101,-118.11717171717171,308.6585610471594
34.01010101010101,-118.11515151515151,225.49147227700553
34.01010101010101,-118.11313131313132,155.57206816114433
34.01010101010101,-118.11111111111111,91.60875387511275
34.01010101010101,-118.10909090909091,12.664414727698382
34.01010101010101,-118.1070707070707,-104.36021807395507
34.01010101010101,-118.1050505050505,-170.24144697035118
34.01010101010101,-118.10303030303031,-195.74370941508653
34.01010101010101,-118.1010101010101,-298.4277541529592
34.01010101010101,-118.0989898989899,-368.15802134481106
34.01010101010101,-118.0969696969697,-401.0237062069047
34.01010101010101,-118.0949494949495,-404.62591520584357
34.01010101010101,-118.0929292929293,-405.1226793047181
34.01010101010101,-118.0909090909091,-371.9843459811959
34.01010101010101,-118.08888888888889,-309.32817470067823
34.01010101010101,-118.08686868686868,-282.97787342020797
34.01010101010101,-118.0848484848485,-198.40801638524096
34.01010101010101,-118.08282828282829,-92.68345095364194
34.01010101010101,-118.08080808080808,50.19437826448374
34.01010101010101,-118.07878787878788,130.56558424204832
34.01010101010101,-118.07676767676767,198.0914949923407
34.01010101010101,-118.07474747474748,372.08085574461387
34.01010101010101,-118.07272727272728,427.53371402211184
34.01010101010101,-118.07070707070707,557.4293126690202
34.01010101010101,-118.06868686868687,661.6656134004571
34.01010101010101,-118.06666666666666,707.1660879692649
34.01010101010101,-118.06464646464647,730.8355279352828
